text,cleaned_label
 si ho provatofacendo così funziona un po ma poi si ripresenta il problema ,
 buongiorno e buon anno ho chiamato questa mattina per sapere se si poteva avere una variazione della mia promozione special 1000 portandola a €7 sa dirmi se vi risulta una pratica la mia è un eccezzione in quanto ho problemi di copertura ed i vostri tecnici hanno evidenziato ,ACTIVE_PROMOS
 ma 1 gb al mese non basta ne ho già consumati 3 in 10 gg ,
 abbiamo aspettato a scrivervi perché pensavamo che sotto le festività ci fosse molta richiesta e che quindi non funzionasse bene si non completamente ma la linea é discontinua ,
 decisamenteero convinta in effetti di averla già attiva e mesi fa in viaggio mi sono ritrovata senza ciò che mi aspettavoperché la promo non era questa ok allora attivi la smart passport decisamente ,
 grazie mi potrebbe dire come posso disabilitare  questa opzione in modo da non ricadere nello stesso problema   ,
 ciao nn riesco a trovare un offerta che mi soddisfi ,
 buongiorno vorrei sapere per la promozione special 3gb come si fa  ,
 ma mi sembrano parecchio 20 minuti in gb quando con 1 giga riuscivo a vedermi una partita di calcio da un ora e mezza da applicazione rai tv ,
 volevo sapere se mi aggiornano l app con questo pagamento e vedere come mai questa linea mi va troppo lenta ,
 salve avrei sul mio numero qualche offerta aggiuntiva gratuita  perché ho finito i minuti non può aggiungere niente grazie ,COMMERCIAL_INFO-PROMO-LIST
 ok attivalo ancora grz ,
 ho attivato la cristmas su questo numero 3888798404 ma ancora non è arrivata nessuna conferma ,COMMERCIAL_INFO-PROMO-LIST
 buona sera ho dimenticato di fare la ricarica e sto finendo i giga può aiutarmi per favore 3493280999 ,
 ok mi arriverà qualche comunicazione per email sulla fattura emessa o dovrò controllare sull app ok allora arriverà dopo il 12 gennaio ,
 salve vorrei attivare la promozione special 1000 1gb ,
 si grazie anche perché  penso sia andata in internet involontariamente  schiaccoando qualche pulsante del cell disattiviamoblocchiamo e se possibile vi chiedo di recuperare quanto speso ,
 ok un ultima cosa quando ho la fattura ,INVOICES-DUE_DATE-DUE_AMOUNT
 inoltre vorrei evitare anche i 12 euro di stampane spedizione fattura mi annulla la versione cartacea grazie va bene quella via email che tra l altro avevo gia richiesto ok ,
 buongiorno ho un problema con il credito residuo oggi dovrebbe rinnovarsi tutto illimitato ma il mio credito risulta 485 e non so il perché ,
 ma forse parlo in altra lingua io devo attivare la promoz quanto cazzo ci devo mettere ,
 la chiamata a fast web okma vodafone exclusive non so nemmeno cosa siae il servizio reale e chiamami mi avevano detto che restava gratuito a me ,
 ciao vorrei recidere il contratto vodafone come posso fare ,
 sarebbe per un giorno non è possibile offrirmi 1 gb  gratuito ,
 quindi vorrei se è possibile attivare come una volta la promozione ,COMMERCIAL_INFO-PROMO-LIST
 ciao come già detto sì vostri operatori sono cliente da moltissimo tempoe nn capisco come mai ancora nn mi è stata proposta l offerta 1000 min e due giga a 10 euro ,
 su ogni piano tariffario per il cambio ci sono 19€ di attivazone ,
 ho fatto una ricarica di 15 euro e non riesco a chiamare ho una promozione special 1000 ,TOP_UP
 ok grazie se nn succede niente come mi devo comportare ,
 no ma io dico l attivazione solo gratis poi il rinnovo lo pago è normalw e ,
 buongiorno in data 27 dicembre ho richiesto disdetta della mia adsl ma ad oggi non ho ancora avuto notizie saprebbe dirmi a che punto è la pratica ,
 buona sera sono igor vorrei sapere come mai quando schiaccio il pulsante boost per aumentare la velocità mi dice errore server ,
 ma la pregoho ricaricato 4 fiorini da non c è qualche promozione gratis anche 300 mb ,
 ciao una informazione si sa già l importo della fattura che deve essere emessa adesso  ,INVOICES-DUE_DATE-DUE_AMOUNT
 non mi trovo con il credito in quanto ho una ricarica di 20 euro ,
 sono nel dubbio rimasto perché ho ricevuto i vari messaggi che èstato tutto disattivato e di aspettare che arriva il famoso sms di attivazione spegnere e riaccendere ,
 ok ma la password non la prende  se metto un numero che voi mi inviate mi dice che non è valido che password devo mettere ,
 ma la sua colega mia detto che la promozione e gia stata rinovata ,ACTIVE_PROMOS
 3400000000 avrei bisogno di avere una tariffa più economica cosa c è al momento di i teressante per poter spendere di meno ,
 non so come mai è finito subito non mi è mai capitato 3400000000 ,
 x attivare under  30 come devo fare ieri si è riattivata la start più 5€ di giga in più ,
 posso ricevere questa conversazione via email ,Other
 su kg vodafone non mi fa entrare nel conto telefonico my vodafone non riesco ad entrare in c tl ,
 vorrei sapere quando si rinnova il ,
 ciao posso sapere che tariffe ho attive e quando si rinnovano a questo numero 3459865738 ci sei ,ACTIVE_PROMOS
 salve vorrei saper per isufruire della mia  proazione oggi dovrei fare per forza la ricarica ,
 ciao volevo un informazione se attivo la vodafone exclusive ho il 4g ,
 verrei sapere se c è qualche buona promozione che non superi i 10€ perché con la vodafone mi trovo bene ma con le promozioni non tanto ,
 sono appena entrato in vodafone ed ho ricevuto l addebito di 25 cent per un sms inviato a numero sconosciuto sa dirmi a cosa si riferisce ,
 buona sera vorrei attivare un offerta con minuti ed internet oppuremof oppure modificare la mia tariffa base ,
 lei non può dirmi la cifra ,
 grazie a domani ,
 la chismas card hanno detto che dovevo aspettare il msg di conferma x la disattivazione e non mie arrivato oggi si doveva disattivare ,
 potresti fare la stessa cosa con un altro numero vodafone  ,
 il giorno stesso in cui ho ricevuto la station mi sembra il 27 anzi scusa il 3012 ,
 non è gratuita se io la volessi richiedere ,COMMERCIAL_INFO-PROMO-LIST
 xke kn questa momentaneamente mi ritrovo a pagare quasi 18 euro ma vorrei trovare qualcosa ke mi faccia risparmiare e 18 euro sono troppi con tre ho kn 8 euro in meno le stesse cose ,
 salve volevo sapere quanto dovevo pagare per uscire dalla relax ,
 non ho parolrquindi pagherò 51010 e quello che mi ha detto l operatore non è vero mi ha detto che se non me la disattivavano di chiamare il 42071 ,
 ho disattivato praticamente qualsiasi cosa dalle impostazionigli aggiornamenti automatici sono bloccatiieri ho addirittura chiuso il traffico dati e ogni volta che facevo l accesso scaricava dagli 80 ai 100 kb x voltal credo che l auto play sia sempre stato attivo ma non ho mai avuto sto inconvenienteanche x  se continua così6 giga mi durano 3 gg ,
 ciao senti volevo chiederti come mai nella mia offerta ho 1 solo messaggio promozionale e non 200 ,
 in questo momento non sono a casa ma come mai entrando nel sito di my vodafone non si riesce a superare il test della velocità ,
 va bene vedrò cosa fare eventualmente cambiamdo ,
 la bolletta di 10737 euro non è corretta mi avevate garantito il rimborso di quanto non dovuto dato che trattavasi di doppia vendita ,INVOICES-DUE_DATE-DUE_AMOUNT
 mi arriva in automatico dopo la ricarica il messaggio a cui rispondere ,
 ma ho dato il rid bancario quindi come posso fare ,
 se passasse a ricaricabile che opzioni avrei  a me servirebbe avere più internet ma non voglio spendere quello che pago ora ,
 ciaovolevo aggiungere 1 giga al mio piano tariffarioperô nelle offerte della sezione offerte ho solo l opzione 3gigache sono un po troppe è possibile attivare solo 1 guga ,
 1 gb 5 euro non c è nulla di più conveniente ,
 buongiorno volevo chiederle un favore avevo chiesto di prolungare il pagamento fino ad oggima con la scusa delle feste in poata posta non danno le pensioni puo riprolungarmelo fino all 8 al 8 la pago sicuro ,
 a resettare no non ho provato ho provato a spegnere e riaccendere il cell ma niente ,
 con piu internet non ce nulla anche meno chiamate perche non usando il wi fi  servirebbe più  internet tipo alcuni amici hanno promozioni vecchie da 4  giga al mese non ci sono più ,
 ah ok se volessi svincolarmi devo rifare una sim nuova ,
 perfetto alloraho la certezza di poter cambiare operatore ti ringrazio saluti ,
 oo no grazie  faccio sempre la ricarica da 10e poi mi sfasa le spese fisse se cambio ma io ho scitto per l 15e che nn torna vahbe nulla guardi lasci fare prenoto una chiamata buona serata ,
 ho letto su internet che state dando 1000 minuti e 3gb di internet a 7 euro ,
 ma con i pgone gli mms come li chiama lei sono di colore blu pertanto mel circuito di iphone non si dovrebbero pagare ma tolto questo mi può comunicare quali sono le modalità di disdetta del vs piano o altro per potermi ritenere libero da inpegni contrattuali con vodafone  grazie ,
 io te lo chiedo solo per sicurezza ,
 ok allora se posso attivare 1gb da subito va bene lo stesso ,
 salve io non ricarico da qualche mesevolevo sapere se per riattivare la promozione mi venissero addebitato anche i mesi passati ,
 perché nell app questa informazione non mi compare e comunque perché se ho 3g non navigo anche se la promozione è finita ,Other
 salve io prima avevo 2 giga extra al costo di 5€ ma mi sono stati disattivati ,
 si a me servirebbero sms illimitati verso un numero anche 100 min  e due gb mi basterebbero ,
 ok tolgo internet adesso ,
 pk ok grazie ciao ,
 buona sera carla volevo attivare una promozione che mi aveva proposto un vostro collega special mille con 4g di iternet a 15€ ,
 no però lei mi dice che la prima fattura scade il 13 gennaio quindi le prossime dovrebbero essere bimestrali 15 il 13 marzo dovrei pagare gli altri soldi quindi ,
 il link che mi hai mandato non riesco ad aprirlonon è  in blu ,
 sera vorrei sapere  se oggi mi è  stato addebito  un abbonamento  di non so che addebitato ,
 salve visto ch ho attivato special 1000 vorrei sapere se la mia vecchia tariffa è già stata disattivata cioè smart 200 ,
 dal 26 dicembre non ho la linea e non ho internet blackout totale ho scritto e telefonato 1000000000 di volte ma niente ,
 per errore ho attivato un abbonamento ad un servizio come posso fare per disattivarlo il mio numero è 3925089306 ,
 stavo leggendo l offerta under 30 a 12€  si potrebbe aggiungere un altro giga a 3€ x me che son cliente da secoli e volevo sapere se i 200minuti e i 100sms fossero per tutti gli operatori ,
 buonaseraieri ho ricaricato di 20€ poi mi sono stati scalati 5€ x un giga extra che ho richiestosai dirmi perché adesso ho 437€ ,
 scusi volevo sapere se il servizio di home banking prevede un costo di accesso all applicazione ogni volta che vi si accede ,
 da contratto deve essere 25 euro al mese mi è arrivata una fattura da 38 il 190 chiamato il 9 mi ha confermato purtroppo con un italiano di difficile comprensione trattandosi di operatore estero che la fattura era errata e che sarei stato ricontatto ieri dal vs ufficio commerciale ieri nessuno mi ha chiamato ,
 buongiornovolevo sapere se esiste un modo per regalare 1 giga ad un altro numero vodafone ,
 in effetti ho degli addebiti digitali che non credo di aver mai attivato se l ho fatto e   avvenuto per errore puoi gentilmente controllare e delucidarmi in merito ,
 vorrei modificare l offerta già attiva sul mio numero ora ho attiva la vodafone square smart e extra 2 giga e vorrei aggiungere le chiamate ,
 e la protezione per i bambini che non ho mai richiesto lo so ma guardi i costi di dicembre ,
 sono una nuova cliente di rete fissa la mia linea è star attivata il 24 dicembre ma per problemi tecnici è stat realmente attivata il giorno 8 gennaio vorrei sapere se per questo disservizio posso avere qualche sconto sulla 1 bolletta ,
 salve volevo chiedere ho internet in 4g pago x avere il 4g ,
 si grazie vi scrivo x mia mamma tel3407815358 mazzanti ha effettuato online una ricarica da 20 euro mercoledi ma non gliela avete accreditata potete verificare il motivo ,
 ma oggi mi si rinnova la promozione esistente  dovrei aspettare il prossimo mese  ,
 si però tieni presente che il cellulare prende molto male qui dove ho la televisione infatti in precedenti occasioni ho parlato coi vs tecnici tramite telefono fisso ,
 salve io ho un problema di questo tipo ho un numero di telefono ,
 nessun segnale adesso ho campo con il telef ho ricontrollato e c è linea ho riavviato il pc per verif collegandomi a internet il pc dice che c è un temporaneo disservizio ,
 e allora voglio la disdetta del contratto senza penali o altro e cambio gestore xke con un mega non ci faccio nulla e vi dejubcio per pubblicità ingannevole ,
 la fattura di euro 10737 che mi avete inviato è sbagliata c è stata una doppia vendita e mi avevate garantito il rimborso di quanto non dovuto ,INVOICES-DUE_DATE-DUE_AMOUNT
 grazie perfetto buona giornata ,
 perfetto grazie buona giornata ,
 perfetto grazie buona giornata ,
 perfetto grazie buona giornata ,
 perfetto grazie buona giornata ,
 sì per accedere whatsapp mi deve mandare un mex in quel numero e non essendoci più non posso ,
 ok va bene mi arriverà via mail la chat grazie ok sms ricevuto per il rimborso tutto ok ,
 salve e da 4 mesi che mi finisce subito il mio gb eppure sto molto attento con i miei dati mi sono un pò stufato ,
 e se lo disattivo mi connetto comunque e spendo comunque non capisco a cosa sia dovuto il passaggio dati se e tutto off ,
 ok ma cosa c entra con il recesso di 500€ soprattutto se poi continuo  a rimanere ,
 ciao ho ricevuto sms che la mia special 1000 4gb è stata disattivata ma senza il mio consenso ,
 ok ma che tariffe ci sn x poter chiamare tutti più mex e gb sempre sui 10 15 euro al mese ,
 anche tra un ora  lei mi può già disattivare quella e attivarmi quella io entro un ora faccio la ricarica  ,COMMERCIAL_INFO-PROMO-LIST
 si ma prima volevo sapere se c è un altro modo per tornare a navigare ,
 auguri mi serviva un pò di internet fino ad arrivare al rinnovo valentina ,
 buongiorno volevo sapere se con le offerte che ho attive io sul mio smartphone potevo usare l hotspot senza costi aggiuntivi ,ACTIVE_PROMOS
 vorrei passare a una ricaricabile ho abbonamento ma non so lo scadere per passare a ricaricabile ,
 buon pomeriggio è da una decina di giorni che la mia banda internet non supera i 15 mbps da contratto dovrei aver garantito i 30 mbps 28 o 25 mi possono andare bene ma ora m lo speed test mi indica 5 mbps può controllare se ci sono problemi grazie ,
 nel senso se adesso lo avuto il 2 gennaio il 2 febbraio mi sarà ridato è così tutti i mesi ho è solo una volta ,
 salve ho visto che c è la special 3g di vodafone e vorrei attivarla su questo numero ,COMMERCIAL_INFO-PROMO-LIST
 no grazie i mminuti mi serbivano ho già speso oltre il rinnovo di smart 500 altri soldi per giga e min questa smart 500 non è sufficiente ,
 ok mi interessa 3400000000 ,
 quindi  questa tutto illimitato da 5 euro a settimana mi rimane ,
 praticamente sìa vodafone e altri gestori fanno pagare max 10 x avere 1000 min 2gb ecc molto mie amici e parenti ormai fanno qst promo di base sto pagando adesso 29 senza pagare la tassa almeno se era possibile scendere a 20 ,
 salve dovrei pagare l l ultima fattura ma facendo il bonifico a chi dovrei intestarla ,
 grazie a te provvedi ad aprire la segnalazione ok e sempre collegata ,
 ora ho letto nei contatori che la christmas card forse si rinnova domani mentre la smart 200 si rinnova l 11 ,
 cosa è terminato io ho 2 giga di smart 200 e uno in più di extra1gb4g che non mi aveto  dato ,
 io ho bbisogno di internet ma quanto passa ,
 continua a nn funzionarmi la wi fi ho appena chattato con voi ma nn riesce a funzionare solo il pc rimane collegato ed è lento e anke la app dic ke nn sono collegata ,
 posso fare l ultima domanda ora i soldi mi tornano indietro o no ,
 si ma smart 500 è stata pagata per intero e devo poter telefonare il problema è solo il giga extra ,
 come mai mi è  stata attivata l opzione extra 1 giga che non ho mai richiesto ,
 ho provato ad attivare vodafone schake quella di 500 mega ma non me la fa attivare perché ,
 ho inserito la sim mezz ora fa e l unica app che ho scaricato è my vodan non ho ne inviato ne ricevuto mms ,Other
 ciao mary non so se prima abbiamo parlato con te per il numero 3468256685 il problema della christmas card ,
 ok ve bene  ,
 cosa comprende e solo per questi giorno  poi mi va bene la mia offerta ,
 grazie gentilissimo ,
 grazie gentilissimo ,
 grazie gentilissimo ,
 grazie gentilissimo  arrisentirci ,
 grazie gentilissimo ,
 grazie gentilissimo ,
 grazie gentilissimo ,
 ma non si può  fare nulla io sto sempre  a secco di soldi e giga ,
 ah ok ma secondo lei avró la possibilità di attivarla questa promozione  perché per me sarebbe perfetta ,
 buongiorno tempo fa ho richiesto la sostituzione della sim online giorno 30 dicembre ho ricevuto la mail di avvenuta spedizione che secondo quanto riportato online dovrebbe avvenire tramite posta prioritaria ad oggi non ho ancora ricevuto la sim quando arriverà ,Other
 si meglio ancora posso chiedere a te di attivarla ,
 e pagati questi 5€ ho un giga da usare ma non riparte la mia offerta cioè la christmas card e la smart 200 ma non riparte la mia offertaho solo un giga da usare ,Other
 ok posso fare di più senza toglie la promozione che ho ,
 eppure infinity dice che il numero nn va bene ed infatti non posso vedere i film ma ora che sono disattivate tutte e due e chiedo di pagare con xonvodafone perché nn funziona nn si può sbloccare questa cosa ,
 sicuro grazie ,
 si ma non mi addebita poiché io sono con operatore manuale e io avrei la vodafone anche se in realtà è scritto simobil c è quando cerco la rete ho due simobil invece che una vodafoneit è una simobil ,
 mi sembra che ho un blocco attivo ma non so come si disattiva ,
 ciao voglio disattivato extra 2gb  perche era gratis per una settimana e adesso e pagamento ,
 ok faccio subito la ricarica ,TOP_UP
 io voglio continuare a pagare 10 euro come facevo fino a dicembre c è una soluzione ,
 ciao luca ho già chiamato il 190 oggi alle 14 perché non mi avevano ancora rinnovato promo settimanale mi hanno detto che si rinnovava intorno alle 18 ,
 scua allora per rinnovare la promo quando scaleranno il credito e quanto si prenderanno  ,
 non consumo mai sms minuti e giga e volevo diminuire il costo mensile come posso fare ,
 internet gratis ma io voglio solo il mio piano e i soldi addebitati ,
 il problema è che di giorno in casa non c è mai nessuno mi posso mettere d accordo per il luogo e giorno di consegna ,
 io fra qualche mese dovro cambiare casa andro in un nuovo appartamento dove non c e mai stato nessun numero di telefono ,
 ah ok gratis non si può attivare nulla ,
 ora sono riuscito a rimuovere questo servizio però volevo sapere come fare a ricevere il rimborso del credito il mio numero è 3426306239 ,
 d accordo grazie mille ,
 buongiorno volevo chiedere che servizi ho attivi sul mio numero ogni mese mi vengono addebitati soldi e non so la motivazione ,
 ho finito i giga vorrei aggiungere 1 perche fino al 10 non mi va piu niente ,
 ok quindi il prossimo mese cioè febbraio mi arriveranno solamente i 45€ di piano relax ,
 visto che io ho reclamato il disservizio ma loro fanno scarica barile il problema è che non mi aiutato in ogni caso grazie lo stesso per la perdita di tempo buon lavoro ,
 si ma vorrei più giga almeno 4 è possibile ,
 che devo fare per escludere una delle2 ,
 buongiornovolevo sapere se la mia ultima fattura risulta pagata correttamente perché alla domiciliazione non arriva praticamente mai quindi spesso ho problemi di ritardo per rifare bollettini  etc ,INVOICES-DUE_DATE-DUE_AMOUNT
 aiuto mi può chiamare per favore non riesco ad uscirne  ,
 perché fare lo stesso sbaglio di prima non voglio più che mi avete fatto credereche erano mensili i due gigaed io li pagavo settimanalmente lei mi aveva scritto cosi guarda che ioso leggere bene kmq dato che devo dare sempre soldia voi non attivo nulla perché io i soldi c è li o solamenteper rinnovare le promozioni ,
 non mi è arrivato niente ho lo storico dei messaggi non li cancello posso mandarti la schermata dai messaggi ho visto che la ricarica da 30 è stata fatta mercoledì come è possibile ,TOP_UP
 buongiorno io volevo sapere se è possibile spendere meno per quanto riguarda il pacchetto mi è stato riferito da vostri colleghi che cambiando simili  da micro sim a nano sim ho perso tutte le offerte ,COMMERCIAL_INFO-PROMO-LIST
 salve  gentilmente potrebbe togliermi il rinnovo dell opzione cristmas a 10 euro mensili lasci attivi solo il resto  ,
 ciao ricevo numerosi messaggi di credito in esaurimento solo poco fa ne ho ricevuti 48 dicono che il credito residuo sta terminando ,
 va bene la ringrazio arrivederci ,
 ciao io ho un piano relax volevo chiedere se si poteva collegare la linea fissa e adsl da casa io in questo momento la linea fissa non c è lo ,
 buongiorno volevo chiedere come mai pago gli sms che mi pervengono dalla banca avevo prima un contratto in abbonamento e non ricevevo gli addebiti grazie c cugnod ,
 sì ero interessata a quella che costa 12 euro così almeno ho anche i minutiperò c è un costo di attivazione di 31 euro ,
 salve  ho quasi terminato i giga della mia promozione  è possibile chiudere un rinnovo anticipato delle offerte  ,
 grazie ma con queste offerte vado a spendere quasi il doppio offerte di internet a 4g da aggiungere alla mia attuale offerta ,
 buongiorno  sono più di 15 giorni che ho problemi con la linea telefonica  è inpossibile fare e ricevere una telefonata senza che si interrompa o addirittura non prende nemmeno la linea ,Other
 il problema è che me l avete attivato voi questo 5€in piùio non ho fatto e acconsentito niente di questa spesa in piu ,
 e cosa posso fare per averla  sono disposto anche a cambiare numero ,
 quindi non devo tener conto del msg che mi è arrivato stamattina dalla vodafone va bene ok grazie mille  ,
 ciao 3400000000 la app non mi dà traffico residuo di internet ,
 ieri ho attivato internet a consumo perché avevo finito i giga e avevo anche fatto riparti ,
 altrettanto a te e grazie ancora ,
 buonasera da giorno 6012016 che vi ho segnalato la lentezza della mia adsl fino ad oggi nessuna risposta ciò significa che da domani mi darò da fare x il cambio di operatore ,
 ok ci provo ma non lo apre il link ,
 ahhhj okay allora la prossima volta quando i tuoi colleghi spiegano le promozioni le devono spiegare come si deve perchè a questo punto mi tenevo la promozione che avevo prima grazie comunque dell aiuto buona giornata e buon lavoro  ,
 ok dato che il mio credito era negativo di 510€ pensavo che questa opzione mi avesse portato in tale stato a tal proposito non è più possibile variare online l autoricarica ,Other
 buonasera signorina volevo un informazione vorrei attivare chrismas card  e poi togliere la vecchia promozione come devo fare  ,
 vorrei mettere 1gb al costo di 5€ già da oggi é possibile ,
 ciao  vorrei sapere se è vero questa cosa   1000 minuti e 3 gb a 7 euro al mese ,
 ok grazie se dovesse ancora arrivare che devo fare ,
 si ciaoio mi trovo bene con questa mia offerta xó volevo sapere se posso aggiungere alla mia offerta le chiamate verso tutti ,
 quindi io avrei la mia promozione in più pagando 3 euro al mese ho altri 500 messaggi ma non pagano più ogni singolo messaggio giusto ,
 buonasera e buon annovolevo chiedere una cortesia siccome ho finito i minuti della promozione vorrei chiedere se cortesemente potrebbe farla ripartira dall inizio ,
 buona giornata e buon anno ,
 buona giornata e buon anno  ,
 buona giornata e buon anno ,
 buon anno e buona giornata ,
 buon anno e buona giornata ,
 ah ecco quindi entro domani devo ricaricare per poter utilizzare tutte le offerte sul mio numero ,
 calendo €8 e non la trovo sul cell  poi sms pari a €150 quando ho un offerta per 1000 sms e chiamate di cui non ricordo l importo ,
 salve ho visto che tra le mie offerte personali c è la vodafone 1000 volevo sapere fino a quando ho tempo x attivarla ,COMMERCIAL_INFO-PROMO-LIST
 no no non ho una ricaricabile io ho l abbonamentodunque come fate a fare la ricarica ,Other
 credo di si comunque non potet aiutarmi non è la stessa cosa ,
 buona sera mi hanno detto che se porto un amico in vodafone a lui li vengono offerti 1000 minuti 1000 messaggi e 4gb ,
 ciao non è che hai qualche omaggio per me tipo internet per favore ,
 disdico potrei riavere i soldi siccome non ho mai utilizzato i 4g  e l ultimo addebito di 1€ a cosa è dovuto  ,
 capisco e non insisto ma navigare è impossibile e se lei mi ha dichiarato linea non migliorabile vuol dire che è inutile aspettare ancora altri mesi per me forse è meglio chiedere disdetta ho verificato ma fibra non passa da me purtroppo ,
 si aspetto ,
 paga solo 3 al mese in piu grazie come posso fare ,
 sperando che tra 2 giorni non mi devo sentire da un operatore che non è stato attivato niente comunque grazie buona serata ,
 grazie mille buon anno ,
 grazie mille buon anno  ,
 grazie mille buon anno ,
 grazie mille buon anno ,
 grazie mille buon anno ,
 grazie mille buon anno ,
 grazie mille buon anno  ,
 grazie mille buon anno ,
 in quanto sia al telefono che al punto vodafone ci è stato detto che non ci sarebbero stati costi aggiuntivi ai 30€ se non chiamate non incluse attivazione e modem in negozio e poi successiva conferma telefonica ,
 va beh l ultima cosa rete sicura gratis x 3 mesi poi al costo di 1 € si può disattivare fin da subito ,
 buongiorno ho gia sentito un vostro operatore stamattina perche mi avete disattivato la chrismas card senza motivo mi aveva detto che era un disservizio e avrebbe risolto ma è uguale a prima ,
 sto per terminare i giga gentilmente mi potete attivare qualcosa rispondete gentilmente ,
 buongiorno ho un problema con adsl di casa che non va da qualche giorno ho gia resettato e controllato i cavi ,
 ah non ho capito il perché tutti possono attivarla ma il mio numero no ,
 ciao una domanda semplice volevo sapere nel mio numero cioè quello dove ti sto scrivendo quanto pago per la mia promozione la mia promozione si chiama flexi start ,ACTIVE_PROMOS
 ok ma visto che è una sim abbinata ad un contratto fatto a casa posso chiamare ad un numero dedicato magari abbiamo qualche priorità ,
 ho una sim che uso per l allarme di casa e vorrei sapere se è attiva perché c è credito ma da una ventina di giorni quando l allarme suona non arriva la chiamata sul cellulare cosa posso fare ,
 salve non riesco a fare il test sulla velocità della linea dice sempre test non superato non sono molto soddisfatto ,Other
 buon giorno volevo chiederti se ho attivi su questo numero gli avvisi via sms quelli quando qualcuno ti chiama e non ti trova mi sfugge il nome ,
 salve la connessione va molto lenta ho fatto il test della velocita dalla app vogafone e mi dice test non superato altri speedtest su internet mi danno 04 in download ,
 salve volevo aggiungere più minuti al mio pacchetto  ma la promo vodafone 1000 riguarda solo per i nr selezionati ,
 ciao daniela  vorrei  sapere se c è  una promozione per me su questo numero  con internet e minuti ,
 guardo subito grazie mille ,
 si si disattiva pure grazie ,
 ok un ultima cosa ho visto c è una specie di abbonamento a netflix nel pacchetto ,
 vorrei cambiare il mio iphone 4 con un iphone 6 64 gbho già un abbonamento relax c è qualche offerta ,
 volevo sapere se nel mio caso posso richiedere il rimborso dei servizi digitali che ho pagato nel mese di ottobre ,
 ok e cosa posso attivare ,
 perché oramai dopo 5 anni questa promozione non mi é tanto utile sul reparto internetpoiche 1 giga non mi basta al mese ,
 al costo di 10€ allora ora disattivatemi la promo altrimenti faccio un reclamo scritto ,
 ti chiedo un informazione ci sono offerte che includono internet e chiamate ad costo di circa 10€ bomber ,
 bhe stasera mi chiamerà fastweb per un offerta molto interessante e ci penserò ,
 eh si potresti attivarlo ora vado a fare la ricarica ,Other
 mi e arrivato un mess che per problemi tecnici non e possibile ,
 ah ok la ringrazio  ,
 ah ok la ringrazio ,
 ah ok la ringrazio ,
 no aposto cosi grazie ,
 mi è arrivato il msg che mi sarà attivato smart passport ma io non desiderio attivarlo potrebbe disattivarlo grazie ,
 per il momento non vorrei cambiare offerta è solo questo mese che ho sforato con i gbesiste ancora l estensione dei mega per una sola volta ,
 grazie o telms non posso attivarla ce una promozione con internet illimitato che non sia adsl ,Other
 salve è possibile esser contattato dal vostro servizio commerciale  sono 4 gg che tento di chiamare il 190 ma rimango inattesa per molto tempo senza ricevere risposta da un operatore ,
 lo capisco pensavo che la ricevuta fosse nella mail che mi hanno inviato ma ora ho guardato e non c è l importo ,
 io le bollette le ho pagate tutte però se nn devo usufruire del servizio perché nn funziona la tolgo per sempre ,
 ieri avevo 1392€ poi ho inviato un sms quindi dovrei avere 1373€ circa poi è stata rinnovata la promozione a 12€ quindi 173 ma non li ho ,
 con 12 euro ogni 4 settimane ho letto che c sono inclusi minuti verso tutti sms e giga internet  corretto subito 348 9225581 ,
 ok grazie ci provo intanto mi regalate un gb per questo mese ,
 quindi cosa dovrei fare ,
 mi serve un documento in cui c è scritto quando ho comprato il telefono il servizio samsung mi ha detto cosi ,
 buongiorno e tanti auguri vorrei sapere ma è attivo ancora internet a consumo se è attiva potete disattivare grazie ,ACTIVE_PROMOS
 ho disattivato per sbaglio la mia offerta si può annullare la disattivazione ,ACTIVE_PROMOS
 salve volevo sapere un informazione avendo le promozioni che si rinnovano al 0601 quindi ho solo 12  15 € per un totale da ricaricare  27 è corretto ,
 ok non lo farò più ma come posso bloccare altre spese oltre a quello  ,
 no ho 2gb perchè ho anche la unlimited a me serviva almeno ub gb in piu perche per due giorni sarò fuori e non so come ma li ho già finiti ,
 una volta pero chr li ho finiti del tutto come vi contatto che nn ho la wifi ,
 ok va bene la ringrazio ,
 ok va bene la ringrazio ,
 e per vedere se ci sono  come posso bloccarli anche all altro mio numero ,
 accidenti  quindi per non posso cambiare operatore fino al 2017  grazie mille e per scaricare buoni cinema ,
 la mia promo si rinnova domani e oggi finivano i primi 200 mb che ho attivato e mi hanno già scalato 2 € oggi  quindi domani si disattivata sola  ,
 buonasera avrei bisogno che venisse bloccata la possibilità di fare abbonamenti a pagamento che mi arrivano senza che io li scelga ,
 ma il problema è che su questo numero c è un offerta che si rinnova ogni mese la persona che lo aveva e deceduta ,
 ho provato a mettere la sim anche su un altro cellulare e dà nessun servizio ,
 mi dovevano anche fare un rimborso non so se viene segnalato ,
 ma puo rikiederlo a ki x leike io ovviamente solo con voi ho la possibilità di parlare ,
 buonasera ho finito i gb a disposizione nel pacchetto come posso fare ,
 si salve volevo sapere se l sos internet è stata attivata perché i soldi già se li hanno presi però non posso navigare ,
 a meno di 20€ non c è nulla ,
 ciao mi servirebbe sapere se possibile l effettivo avanzamento della mia pratica per l allaccio alla fibra al di la delle info che posso trovare in autonomia sull app o sul sito vodafone ,Other
 ho capito ma qua la cosa è diversa perché ero con credito in positivo invece ora si sono presi 2 euro per anticipazione della extra ,
 nn voglio spendere altro in piu se nn riesci a far di piu grz lo stesso ,
